fact_id,occupation_id,time_id,noc_code,year,net_change_job_openings,net_change_job_seekers,annual_imbalance,cumulative_imbalance,demand_supply_ratio,gap_flag,talent_gap_index,gap_category
88,152,1,31301,2023,3454.035263937565,2423.637266353796,-1030.3979975837692,-1030.3979975837692,1.4251,1,60.0,Critical
89,78,1,31302,2023,50.32238686813454,33.762604154450216,-16.55978271368432,-16.55978271368432,1.4905,1,60.0,Critical
90,82,1,32101,2023,1161.722549612695,566.9560511904729,-594.7664984222222,-594.7664984222222,2.0491,1,60.0,Critical
91,8,1,32102,2023,786.5077779496152,214.40926711891035,-572.0985108307048,-572.0985108307048,3.6683,1,60.0,Critical
92,144,1,32104,2023,302.81907507241016,182.44791617957068,-120.37115889283947,-120.37115889283947,1.6598,1,60.0,Critical
93,110,1,32109,2023,262.6793022560979,168.6473225126342,-94.03197974346372,-94.03197974346372,1.5576,1,60.0,Critical
94,18,1,32110,2023,52.127791394312645,16.236809593819295,-35.89098180049335,-35.89098180049335,3.2105,1,60.0,Critical
95,50,1,32111,2023,399.8082861797156,155.68022518709958,-244.128060992616,-244.128060992616,2.5681,1,60.0,Critical
96,137,1,32112,2023,67.80402711059111,36.86018878594702,-30.94383832464409,-30.94383832464409,1.8395,1,60.0,Critical
97,169,1,32120,2023,218.32238659369423,164.67122576068417,-53.651160833010096,-53.651160833010096,1.3258,1,60.0,Critical
98,28,1,32121,2023,388.88344926087336,125.45314657494232,-263.43030268593105,-263.43030268593105,3.0998,1,60.0,Critical
99,76,1,32122,2023,106.98126664897435,56.71563460158584,-50.26563204738853,-50.26563204738853,1.8863,1,60.0,Critical
100,20,1,32129,2023,47.8192533257915,13.041652819025934,-34.777600506765566,-34.777600506765566,3.6667,1,60.0,Critical
101,43,1,32200,2023,89.22498458099649,37.99693272874202,-51.22805185225447,-51.22805185225447,2.3482,1,60.0,Critical
102,24,1,32209,2023,91.14173024057084,27.608784955152267,-63.53294528541857,-63.53294528541857,3.3012,1,60.0,Critical
103,83,1,33100,2023,523.4084249347578,263.67258745964705,-259.7358374751108,-259.7358374751108,1.9851,1,60.0,Critical
104,80,1,33101,2023,398.7344293304133,185.2257176220042,-213.50871170840912,-213.50871170840912,2.1527,1,60.0,Critical
105,163,1,33102,2023,3541.688741463165,2353.422004071851,-1188.266737391314,-1188.266737391314,1.5049,1,60.0,Critical
106,135,1,33109,2023,443.1360828630852,278.28373073625727,-164.8523521268279,-164.8523521268279,1.5924,1,60.0,Critical
107,102,1,40012,2023,30.586654589626672,20.644811324219106,-9.941843265407568,-9.941843265407568,1.4816,1,60.0,Critical
108,293,1,40019,2023,174.25277625918673,115.81763652012891,-58.4351397390578,-58.4351397390578,1.5045,1,60.0,Critical
109,72,1,41301,2023,533.4488246051408,235.46044073988017,-297.98838386526063,-297.98838386526063,2.2656,1,60.0,Critical
110,31,1,41310,2023,79.70287253320956,22.88268590423496,-56.8201866289746,-56.8201866289746,3.4831,1,60.0,Critical
111,113,1,41311,2023,110.3433161442455,48.16186063338942,-62.18145551085608,-62.18145551085608,2.2911,1,60.0,Critical
112,170,1,41403,2023,485.761331842022,271.2655185711068,-214.4958132709152,-214.4958132709152,1.7907,1,60.0,Critical
113,285,1,42200,2023,416.4548811424263,221.42842234814017,-195.02645879428607,-195.02645879428607,1.8808,1,60.0,Critical
114,416,1,43109,2023,648.2842198497377,497.6151889196936,-150.6690309300442,-150.6690309300442,1.3028,1,60.0,Critical
115,156,1,44101,2023,597.7601652662543,367.6931838047295,-230.0669814615248,-230.0669814615248,1.6257,1,60.0,Critical
116,87,1,51121,2023,47.29573815931537,26.533775037401576,-20.761963121913794,-20.761963121913794,1.7825,1,60.0,Critical
117,88,1,53100,2023,75.83739673019123,38.85912539989405,-36.978271330297176,-36.978271330297176,1.9516,1,60.0,Critical
118,166,1,53110,2023,234.2512648584668,164.97626878177186,-69.27499607669495,-69.27499607669495,1.4199,1,60.0,Critical
119,175,1,53122,2023,202.55941247719883,134.1325977553773,-68.42681472182153,-68.42681472182153,1.5101,1,60.0,Critical
120,103,1,55109,2023,53.32412459101732,36.04657372767079,-17.277550863346526,-17.277550863346526,1.4793,1,60.0,Critical
121,194,1,62029,2023,230.79088863591485,159.31542144934414,-71.47546718657071,-71.47546718657071,1.4486,1,60.0,Critical
122,33,1,64101,2023,1187.9499533127052,429.0520638058874,-758.8978895068178,-758.8978895068178,2.7688,1,60.0,Critical
123,112,1,64300,2023,421.35046234358384,147.62026078160793,-273.73020156197595,-273.73020156197595,2.8543,1,60.0,Critical
124,227,1,64301,2023,327.117952716504,209.83556634601757,-117.28238637048648,-117.28238637048648,1.5589,1,60.0,Critical
125,212,1,64311,2023,146.12099000790636,91.92061680759916,-54.20037320030721,-54.20037320030721,1.5896,1,60.0,Critical
126,154,1,64312,2023,229.03058820037612,98.66373793535448,-130.36685026502164,-130.36685026502164,2.3213,1,60.0,Critical
127,496,1,64313,2023,63.271427710383065,1.1868727540276978,-62.08455495635537,-62.08455495635537,53.3094,1,60.0,Critical
128,48,1,64320,2023,22.336569348320296,12.631426825291456,-9.70514252302884,-9.70514252302884,1.7683,1,60.0,Critical
129,27,1,64321,2023,105.99006685912715,20.95879078363613,-85.03127607549104,-85.03127607549104,5.0571,1,60.0,Critical
130,6,1,64322,2023,50.46411642071335,13.067372008104693,-37.396744412608655,-37.396744412608655,3.8618,1,60.0,Critical
131,211,1,64401,2023,132.87136288546367,72.68234609315624,-60.18901679230743,-60.18901679230743,1.8281,1,60.0,Critical
132,77,1,65211,2023,439.90450155694464,173.57917263165484,-266.3253289252898,-266.3253289252898,2.5343,1,60.0,Critical
133,485,1,65229,2023,56.1172052755136,23.25180969805808,-32.86539557745552,-32.86539557745552,2.4135,1,60.0,Critical
134,124,1,72010,2023,184.66302857624092,101.74739449312784,-82.91563408311312,-82.91563408311312,1.8149,1,60.0,Critical
135,22,1,72011,2023,294.99940788473526,133.49895880524204,-161.50044907949322,-161.50044907949322,2.2098,1,60.0,Critical
136,57,1,72012,2023,95.31584942121567,68.8620968284623,-26.45375259275337,-26.45375259275337,1.3842,1,60.0,Critical
137,98,1,72013,2023,215.01265385643237,67.25773199799892,-147.75492185843342,-147.75492185843342,3.1968,1,60.0,Critical
138,489,1,72020,2023,328.90294196569204,113.96113737848027,-214.94180458721172,-214.94180458721172,2.8861,1,60.0,Critical
139,39,1,72023,2023,16.95960571296369,10.251407169681707,-6.708198543281982,-6.708198543281982,1.6544,1,60.0,Critical
140,491,1,72024,2023,496.1273048100367,32.01304434769709,-464.1142604623396,-464.1142604623396,15.4977,1,60.0,Critical
141,37,1,72025,2023,175.75045532915405,37.45074985378778,-138.29970547536627,-138.29970547536627,4.6928,1,60.0,Critical
142,290,1,72100,2023,360.0932681385921,206.21694138965915,-153.876326748933,-153.876326748933,1.7462,1,60.0,Critical
143,65,1,72101,2023,22.978214133713276,12.465965631120838,-10.512248502592437,-10.512248502592437,1.8433,1,60.0,Critical
144,70,1,72103,2023,92.46198100055857,34.31779370665872,-58.14418729389985,-58.14418729389985,2.6943,1,60.0,Critical
145,38,1,72105,2023,152.2918980389286,65.02412285571984,-87.26777518320876,-87.26777518320876,2.3421,1,60.0,Critical
146,258,1,72106,2023,1341.2471078633766,753.1841575819695,-588.0629502814071,-588.0629502814071,1.7808,1,60.0,Critical
147,148,1,72201,2023,286.6196829891821,209.02953104816223,-77.59015194101985,-77.59015194101985,1.3712,1,60.0,Critical
148,36,1,72204,2023,131.28414062209123,48.62353333852612,-82.66060728356511,-82.66060728356511,2.7,1,60.0,Critical
149,118,1,72205,2023,194.17679011552465,114.1270259622879,-80.04976415323672,-80.04976415323672,1.7014,1,60.0,Critical
150,151,1,72400,2023,696.3490963998753,359.0371079725155,-337.3119884273598,-337.3119884273598,1.9395,1,60.0,Critical
151,160,1,72401,2023,906.0104597045664,602.9152977030915,-303.09516200147505,-303.09516200147505,1.5027,1,60.0,Critical
152,44,1,72402,2023,264.9873557586947,141.16204156141512,-123.8253141972796,-123.8253141972796,1.8772,1,60.0,Critical
153,23,1,72403,2023,99.34121700331175,15.57750006258068,-83.76371694073107,-83.76371694073107,6.3772,1,60.0,Critical
154,138,1,72404,2023,360.6400216616095,102.75809340442036,-257.88192825718914,-257.88192825718914,3.5096,1,60.0,Critical
155,12,1,72405,2023,15.078043734180763,5.8403393983761775,-9.237704335804588,-9.237704335804588,2.5817,1,60.0,Critical
156,25,1,72406,2023,35.69947865013464,25.166453532614163,-10.533025117520474,-10.533025117520474,1.4185,1,60.0,Critical
157,223,1,72410,2023,1413.1050974610964,966.3757897152184,-446.7293077458779,-446.7293077458779,1.4623,1,60.0,Critical
158,220,1,72411,2023,303.24064658545774,220.17293955613357,-83.0677070293242,-83.0677070293242,1.3773,1,60.0,Critical
159,510,1,72420,2023,5.7363972009690665,1.7691746879684436,-3.967222513000623,-3.967222513000623,3.2424,1,60.0,Critical
160,21,1,72429,2023,28.63687639957324,10.561147276041131,-18.075729123532103,-18.075729123532103,2.7115,1,60.0,Critical
161,190,1,72600,2023,314.8044859677402,144.45425342342563,-170.3502325443146,-170.3502325443146,2.1793,1,60.0,Critical
162,9,1,72601,2023,184.89470796986507,25.27904064876651,-159.61566732109856,-159.61566732109856,7.3142,1,60.0,Critical
163,503,1,72602,2023,6.8212986432210805,3.1448423334664826,-3.676456309754598,-3.676456309754598,2.169,1,60.0,Critical
164,5,1,72603,2023,2.6957720648727053,0.909262778242658,-1.7865092866300474,-1.7865092866300474,2.9648,1,60.0,Critical
165,143,1,72999,2023,113.99645909070831,62.532197506868044,-51.46426158384028,-51.46426158384028,1.823,1,60.0,Critical
166,92,1,73202,2023,45.24102181252064,26.436289641505137,-18.804732171015505,-18.804732171015505,1.7113,1,60.0,Critical
167,295,1,73301,2023,1696.1456341770795,968.108879899214,-728.0367542778656,-728.0367542778656,1.752,1,60.0,Critical
168,303,1,73310,2023,101.02623119833729,77.3137158115157,-23.71251538682158,-23.71251538682158,1.3067,1,60.0,Critical
169,278,1,73311,2023,106.17624347717155,76.38043333538633,-29.795810141785225,-29.795810141785225,1.3901,1,60.0,Critical
170,207,1,74100,2023,355.29276664291166,137.58725050069037,-217.70551614222128,-217.70551614222128,2.5823,1,60.0,Critical
171,238,1,74101,2023,448.0761592183664,221.89169573977784,-226.18446347858853,-226.18446347858853,2.0193,1,60.0,Critical
172,342,1,74102,2023,361.4515914772619,276.615112345211,-84.8364791320509,-84.8364791320509,1.3067,1,60.0,Critical
173,26,1,74201,2023,9.12383252129245,6.214803150609521,-2.909029370682928,-2.909029370682928,1.4681,1,60.0,Critical
174,11,1,74202,2023,301.15808011924105,35.99503926448543,-265.16304085475565,-265.16304085475565,8.3667,1,60.0,Critical
175,54,1,74204,2023,106.64647188632208,55.15861118801199,-51.4878606983101,-51.4878606983101,1.9335,1,60.0,Critical
176,492,1,74205,2023,290.1283060930876,47.534538737703215,-242.59376735538436,-242.59376735538436,6.1035,1,60.0,Critical
177,2,1,75100,2023,3.138092795988946,0.9531493080631082,-2.1849434879258385,-2.1849434879258385,3.2923,1,60.0,Critical
178,185,1,75101,2023,2312.36681083062,1296.9030631230914,-1015.4637477075282,-1015.4637477075282,1.783,1,60.0,Critical
179,255,1,75200,2023,767.7272152436504,381.0672643824967,-386.6599508611537,-386.6599508611537,2.0147,1,60.0,Critical
180,187,1,75201,2023,1423.2089013305167,606.6167414893325,-816.5921598411842,-816.5921598411842,2.3461,1,60.0,Critical
181,15,1,75211,2023,124.81875487148716,25.148587057888243,-99.67016781359892,-99.67016781359892,4.9633,1,60.0,Critical
182,432,1,80020,2023,3695.327188728841,2502.58495214503,-1192.742236583811,-1192.742236583811,1.4766,1,60.0,Critical
183,19,1,82030,2023,78.24681545496483,15.270495352971016,-62.97632010199382,-62.97632010199382,5.1241,1,60.0,Critical
184,49,1,82031,2023,476.8440033589095,130.63108342285838,-346.2129199360511,-346.2129199360511,3.6503,1,60.0,Critical
185,32,1,83121,2023,14.040194754582345,1.381604822046499,-12.658589932535843,-12.658589932535843,10.1622,1,60.0,Critical
186,66,1,84111,2023,87.22790635212154,24.087570870002963,-63.14033548211857,-63.14033548211857,3.6213,1,60.0,Critical
187,505,1,84121,2023,0.5051572332778534,0.3175187182875654,-0.187638514990288,-0.187638514990288,1.591,1,60.0,Critical
188,91,1,85100,2023,441.8239240067766,120.83153341141464,-320.99239059536194,-320.99239059536194,3.6565,1,60.0,Critical
189,68,1,85103,2023,177.46689076746907,45.44600231363136,-132.0208884538377,-132.0208884538377,3.905,1,60.0,Critical
190,512,1,85104,2023,1.8309647053889304,0.6926526937847052,-1.1383120116042251,-1.1383120116042251,2.6434,1,60.0,Critical
191,100,1,85120,2023,20.91861504225769,5.675299949423781,-15.243315092833914,-15.243315092833914,3.6859,1,60.0,Critical
192,158,1,85121,2023,918.3996877466224,548.5468560336848,-369.8528317129376,-369.8528317129376,1.6742,1,60.0,Critical
193,351,1,90010,2023,929.957087613136,468.2881451197821,-461.6689424933537,-461.6689424933537,1.9859,1,60.0,Critical
194,84,1,92010,2023,68.68058473418765,30.83598754425916,-37.84459718992849,-37.84459718992849,2.2273,1,60.0,Critical
195,174,1,92012,2023,222.30075058919832,91.51049805691622,-130.7902525322821,-130.7902525322821,2.4292,1,60.0,Critical
196,472,1,92015,2023,17.380431843203688,3.4471357995830805,-13.933296043620608,-13.933296043620608,5.042,1,60.0,Critical
197,508,1,92020,2023,5.446018567222224,3.336822787703051,-2.1091957795191734,-2.1091957795191734,1.6321,1,60.0,Critical
198,16,1,92022,2023,26.22961405701913,2.744296845411536,-23.485317211607597,-23.485317211607597,9.5579,1,60.0,Critical
199,494,1,92023,2023,123.94648992486684,14.95323142262647,-108.99325850224038,-108.99325850224038,8.2889,1,60.0,Critical
200,63,1,92024,2023,51.451119819992336,14.969727189394543,-36.4813926305978,-36.4813926305978,3.437,1,60.0,Critical
201,13,1,93100,2023,9.736184537227937,6.396521287559382,-3.3396632496685523,-3.3396632496685523,1.5221,1,60.0,Critical
202,502,1,93102,2023,10.214597792533834,2.514729556613005,-7.699868235920828,-7.699868235920828,4.0619,1,60.0,Critical
203,1,1,94101,2023,16.743689263635478,1.3739165786421497,-15.369772684993327,-15.369772684993327,12.1868,1,60.0,Critical
204,111,1,94102,2023,18.6863735005693,14.025589976542635,-4.660783524026662,-4.660783524026662,1.3323,1,60.0,Critical
205,141,1,94103,2023,39.847280280487766,23.17080155425716,-16.67647872623061,-16.67647872623061,1.7197,1,60.0,Critical
206,90,1,94104,2023,24.1894335795446,14.649805049576385,-9.539628529968216,-9.539628529968216,1.6512,1,60.0,Critical
207,340,1,94105,2023,111.04973206188188,66.66278470218245,-44.38694735969944,-44.38694735969944,1.6658,1,60.0,Critical
208,226,1,94106,2023,49.673485068836285,32.49862750737359,-17.174857561462694,-17.174857561462694,1.5285,1,60.0,Critical
209,85,1,94107,2023,32.12351837459795,13.022884922297107,-19.10063345230084,-19.10063345230084,2.4667,1,60.0,Critical
210,35,1,94111,2023,258.38105853495915,35.490996183474195,-222.89006235148497,-222.89006235148497,7.2802,1,60.0,Critical
211,97,1,94121,2023,140.3655654641204,24.92427031845203,-115.44129514566838,-115.44129514566838,5.6317,1,60.0,Critical
212,34,1,94122,2023,15.506573755335,5.563651720436721,-9.942922034898276,-9.942922034898276,2.7871,1,60.0,Critical
213,104,1,94124,2023,84.96100615803478,18.49643077188519,-66.46457538614959,-66.46457538614959,4.5934,1,60.0,Critical
214,132,1,94129,2023,30.336786708412017,16.118918000060468,-14.21786870835155,-14.21786870835155,1.8821,1,60.0,Critical
215,59,1,94130,2023,16.09351260990615,8.59320138726326,-7.500311222642889,-7.500311222642889,1.8728,1,60.0,Critical
216,95,1,94131,2023,33.295685949483804,16.225914305322164,-17.06977164416164,-17.06977164416164,2.052,1,60.0,Critical
217,281,1,94132,2023,102.48194830786416,46.91584950414459,-55.56609880371958,-55.56609880371958,2.1844,1,60.0,Critical
218,10,1,94133,2023,3.602831214089512,1.90840599094234,-1.694425223147172,-1.694425223147172,1.8879,1,60.0,Critical
219,445,1,94140,2023,460.8365013355016,310.4540760459787,-150.38242528952287,-150.38242528952287,1.4844,1,60.0,Critical
220,455,1,94141,2023,535.5205738004591,332.9752904617174,-202.5452833387417,-202.5452833387417,1.6083,1,60.0,Critical
221,81,1,94151,2023,13.707351489359455,9.693555384380822,-4.013796104978633,-4.013796104978633,1.4141,1,60.0,Critical
222,129,1,94152,2023,68.09962134632535,20.633325757286613,-47.46629558903874,-47.46629558903874,3.3005,1,60.0,Critical
223,14,1,94153,2023,13.47413811331134,5.571345256612295,-7.902792856699046,-7.902792856699046,2.4185,1,60.0,Critical
224,201,1,94201,2023,128.71423748099986,49.12681313101083,-79.58742434998902,-79.58742434998902,2.62,1,60.0,Critical
225,246,1,94202,2023,104.70074169146064,54.43346009995678,-50.26728159150387,-50.26728159150387,1.9235,1,60.0,Critical
226,41,1,94203,2023,36.134810925586834,11.385706221692514,-24.74910470389432,-24.74910470389432,3.1737,1,60.0,Critical
